age,income,utilization,default_flag
31,48512.05314437447,0.933522375560255,0
34,75467.8523945407,0.041805869856630706,1
49,36436.681415281266,0.9231630388978291,0
60,47656.23103940711,0.962935083592985,0
40,81450.88029198772,0.2892589734944264,0
75,98511.51885985573,0.5791859309353965,0
61,26270.814897944627,0.9545380218152704,0
75,53870.17817009132,0.5300873522321623,0
54,47476.29511526399,0.6279202494527851,1
63,1049.3054985237345,0.6499018020118589,0
73,99045.6865784009,0.0024305846320127333,0
39,44413.170914663024,0.7676081263682774,1
34,52540.79949092751,0.22289651538674793,1
34,30976.097197161518,0.6172770167235079,0
40,36068.6214763681,0.12120067942383828,0
63,88206.29261436815,0.7399991138460555,0
64,15579.45650673041,0.18922313305125094,1
55,43423.25839123811,0.7948342647501937,0
67,96887.90196236849,0.140229894069825,0
62,68277.54784054344,0.9959869286763217,0
68,96087.7010678438,0.6561578121039083,1
41,60993.206078623516,0.9817798947027834,0
29,15756.066634639725,0.05415157265296433,0
51,72105.64041582847,0.22938887460292567,0
80,57866.250562680725,0.2663308984008176,0
61,17493.517436840637,0.21720453686961494,0
69,86484.68151901892,0.6507288009846128,1
31,91672.72782024748,0.6360968421070877,0
43,93333.15580088139,0.9800259349966901,0
32,84091.31849594424,0.49952014010465795,1
76,15858.456007879844,0.5107320411222457,0
61,28443.02680690906,0.7140999076584482,0
36,92210.23423616035,0.36353708370861026,0
75,6379.377089238053,0.6744293196257959,0
42,94543.15675342445,0.6715858021531329,0
79,98060.8901559163,0.6943095779792376,0
22,73701.58291227197,0.6085688277348622,1
66,38262.83960609734,0.41176833887490194,0
45,9045.47054834227,0.13406057747482114,0
41,60249.330091372874,0.154751718923132,0
66,61624.27456246344,0.7977500651143684,0
58,34418.40658586618,0.9667647050263936,0
44,53977.10539252735,0.5322219374971069,1
69,84611.81774805504,0.014801752724804884,0
50,60137.90765600791,0.8759478414337489,1
39,37681.81576514045,0.5566855679511153,0
38,10931.36033002158,0.6242524239788098,0
25,93272.75537487317,0.48164182285759694,0
33,98663.85709692148,0.48215526703203315,0
63,9001.906073481174,0.8410305041637913,0
47,52330.72897148376,0.7227991543337906,0
70,28340.164375399603,0.6184190839051766,0
34,8356.167632760553,0.03260226618748929,1
71,94659.99891498768,0.9778925384264153,0
74,31128.386839505998,0.1464328707261371,0
21,69108.96056625321,0.3452266493276682,0
37,43526.659563490204,0.40649417162567236,0
56,86681.25977929053,0.47359016448475333,0
69,46693.25344485391,0.78817530781374,1
35,63236.57288052283,0.4126487037663986,0
43,59928.82754372219,0.4839755758965494,0
60,96701.75540507198,0.748796693746719,0
75,78761.38177565044,0.2311137206851981,0
69,30472.167859376936,0.5809493856216953,0
58,37983.31255811278,0.7523734832942484,0
56,61075.81509623085,0.6807753793533854,0
78,45374.15534320728,0.79620442785487,1
76,50794.919000092974,0.9458674977809717,0
19,5778.134412642327,0.18749650468804313,0
20,1603.9983815815779,0.14065448026133587,0
40,25449.07951166234,0.4267325945639323,1
61,16228.090310648076,0.7532745672677227,0
57,22645.87079614219,0.09245331034763371,0
39,1569.0620061249522,0.620024866620241,0
37,76241.26060154232,0.85342853951251,1
49,74091.72617305799,0.49278383092018385,1
70,92606.6847443761,0.3851926182664356,0
31,59675.012209145236,0.8939253077675883,0
22,27351.661256998475,0.527410272459678,0
25,98165.2185059591,0.5575056452714301,0
39,84740.90086955043,0.4697594663656529,0
41,41692.40085414003,0.2452836220282727,0
38,67405.23213382724,0.8424043705875346,0
53,13651.109718567033,0.30369181227900477,0
25,15939.848327264855,0.9801412115720607,0
76,67364.56963868707,0.2927072703332634,0
67,87827.89330952048,0.16476533279023875,0
63,10495.358107506996,0.6147569026386338,0
30,1581.2964753950544,0.05653932418723506,1
48,39677.38209455637,0.8070775464903129,0
37,21013.595805127592,0.7958690786137075,1
33,66364.9332640127,0.6702585044231131,0
42,52704.33874933267,0.32456165677228566,1
18,1590.9941759315043,0.46664668241628426,0
28,37271.57954560022,0.21696089629491244,0
40,63283.24857083572,0.9212198407865754,0
80,2481.5649402817608,0.9100698727018479,1
56,43929.12320759743,0.6539344938245408,0
47,12026.356668555149,0.7883860165705042,0
57,66669.7431410086,0.5560757473481711,0
75,46450.57291057489,0.11675404631011554,0
34,42743.14090904822,0.27937097553887313,0
26,63040.387418107974,0.6885280498773261,1
49,30143.48257572135,0.03239168638318257,0
62,70030.75936062867,0.07503717526027143,0
18,30763.851506960753,0.5595184561425544,0
68,53949.39726785495,0.715129108190385,1
57,66415.08561319897,0.012712946695018323,0
49,85166.20309982718,0.26618698710209954,0
45,24909.75472559626,0.5561198300568075,0
25,87874.62557822884,0.6023447907995455,0
45,89622.03536588389,0.13603626182615391,0
37,98120.05718885853,0.758675535461424,0
68,85591.43291603813,0.27584742745686786,0
44,89941.11896294865,0.01659211625336865,0
71,88463.65941645554,0.6481574561021899,1
20,86222.81496891889,0.3056074407237015,0
76,93467.00425332751,0.9523906726028942,0
53,89188.17127848149,0.6758985240708218,0
80,75190.11249087556,0.7040093527588881,0
72,59275.77999625337,0.34049190727537937,0
76,72528.9156243066,0.16052427801076075,0
52,57784.48360616931,0.2529811910160009,0
23,17208.237190976994,0.046542493884026315,0
58,32252.20301215444,0.817547011059483,0
70,94498.12669295036,0.4173228603852237,0
48,38795.64239426496,0.9468600332056606,0
56,80193.26178225444,0.6254983540061928,0
53,70041.96288754082,0.3840687110810055,0
62,21422.20718641449,0.7081169037756833,0
79,25847.15705800272,0.592876608048319,0
47,90531.83623358108,0.7094198108272651,0
65,28457.761337847016,0.0679093086013165,0
34,29492.085410900458,0.12659448757364478,0
32,25462.718731392422,0.5068545856831391,0
58,77088.97780920345,0.9604738693109992,0
20,11606.719002824051,0.3181244673046172,0
20,66177.45573047825,0.6194105512978134,0
33,13519.362231810308,0.38084133804806974,0
68,24835.471318576445,0.9052674035661475,0
22,33282.05843856144,0.5426176322818669,0
78,28969.35895699888,0.5660420140935417,0
33,24042.78466673006,0.06607629815640303,0
48,21678.91359740796,0.9913572955446068,0
38,85774.82724647403,0.9145711633927098,0
23,43560.473019716024,0.7929027578120127,1
74,70674.95093167968,0.7283259530565641,1
44,9322.101296455476,0.07407686575359318,0
64,69670.13784703195,0.9250088387058696,1
70,45633.05702500176,0.45865424161709945,0
48,34221.01143915286,0.23494564357165815,0
70,90901.41570508161,0.5031642436678372,0
58,38601.21961273464,0.8567693585531682,1
34,29751.48588346923,0.04399802132854036,1
43,48815.96473124974,0.6778900972211771,0
20,50003.2356740538,0.6776902603566909,0
46,89117.09906680183,0.031532585786435474,0
21,82116.04106845896,0.35343824213923614,0
43,19737.725348359014,0.39958850220475073,0
58,69308.33991801458,0.00015274252643027175,0
