age,income,utilization,default_flag
22,66065.79991315128,0.7049710437799029,0
62,35636.496634596384,0.16390325777724912,0
18,95517.78318419083,0.21621794407302852,0
75,99687.286285108,0.8108844992836692,0
80,51536.17383921865,0.35295236048105294,0
61,93037.55992293528,0.1740700809177531,0
44,33441.12419751171,0.837417875157956,0
45,12035.194663344288,0.49047419053727837,1
21,70342.90246478585,0.6264450869102566,0
73,46218.97724468103,0.8824836890416218,0
53,42062.14824681536,0.24050309951635007,0
35,73907.97344364645,0.05195560437166402,0
63,55308.70549273779,0.8188135779713648,0
64,68830.986649555,0.8634131472034805,1
48,83752.09195968177,0.4544020440384464,1
23,61395.556010726796,0.7544329372671268,1
57,82976.2261444457,0.3362379256468767,0
54,37932.74926458881,0.9081609409211188,1
58,89222.01007145371,0.5421102440065859,0
35,67039.43448400579,0.9575625269615035,1
74,82886.71890285204,0.24517559692042556,0
72,50933.580121661245,0.5455882122934649,1
77,93408.21318995513,0.7045822550775197,0
25,98568.02306805937,0.3204245077639687,0
39,22375.350834645527,0.276925111845871,0
31,52952.74207952094,0.7113499722100679,0
48,94526.60807971157,0.7376470214077446,0
78,16554.96451569681,0.5217851946739427,0
56,92324.82699120446,0.7467255368284436,0
64,94137.45064276001,0.7800352490526365,0
30,88465.19283157226,0.9964971216510901,0
25,12832.61541490808,0.946213748534846,1
20,65719.33791960627,0.8866542044411846,0
22,24333.81112246207,0.42270160980083726,0
37,76785.6760475635,0.5840385834272684,0
50,67261.1021542608,0.5044181113063949,0
66,73252.41040250365,0.448539951399722,0
71,55599.81953407636,0.9792824835303372,0
24,29373.318506436528,0.7188364281454352,0
62,66302.5812042455,0.7652391447968055,0
65,83905.4874590814,0.9051987419353706,0
35,46257.143062594485,0.8897934477068646,0
59,60951.62468004053,0.5880632910957054,0
28,70639.34336002251,0.26233112099643896,0
45,23894.5093970321,0.06624214794845007,0
23,58733.1442943279,0.3401101131932678,1
55,12360.340973348295,0.2609437642287107,0
48,97132.2876324958,0.422995999307182,0
49,44112.252880535554,0.6847848664116625,0
21,88355.15404093314,0.4792368042295103,1
56,80873.15525989218,0.18757355746895965,0
79,56174.514234441616,0.3943500752766098,1
