age,income,utilization,default_flag
24,33644.982882023665,0.17985820477937164,1
47,88756.05667237705,0.23319026457291803,0
48,8756.223072351742,0.8429499968332578,1
46,96138.29107672053,0.43594291199276736,1
58,52453.56340544225,0.5468397846115611,0
73,20387.660988917418,0.5581783654103739,0
23,47477.93462870089,0.7314006675038451,1
26,61515.921360583874,0.5126378689292629,0
66,46170.90188020621,0.7265611217920162,0
19,53577.010677526436,0.43934912666151704,0
32,50964.183034225454,0.5659146034608854,0
40,40569.38552244221,0.19911135436861405,0
38,84347.59386523208,0.6830956597181711,1
24,39780.4314724781,0.3383068169236969,0
39,36320.67941589733,0.9124627405771216,0
29,46795.424004171924,0.007572991116525318,1
57,97824.1698417039,0.6928344126725867,0
25,77401.61421797039,0.13469135367094032,0
79,36311.329881816426,0.3290908997461315,0
75,3501.8562099259907,0.4505747370061687,0
52,68373.47987123273,0.7716858573036821,1
79,73525.2153872952,0.3457953530855815,0
78,3460.9184930457063,0.6091918217025083,0
54,35999.27126939257,0.7173276533204445,0
18,2746.6314184867106,0.47898111067855365,0
68,41911.27915824292,0.3660678009942151,1
54,89557.15776812189,0.8427169806158066,0
72,14916.058132933054,0.6959905491154839,1
34,22147.977542738437,0.8270073274346046,0
20,27657.24197322243,0.22197518844656583,0
60,14497.09653168545,0.9838221334614037,0
55,2010.3989683724383,0.9877601013849656,0
53,1846.706338549089,0.0019280175574670766,0
46,74135.34842372,0.28480099484612287,0
37,24945.621383182606,0.16951982401424037,0
23,71712.7919765685,0.8173201215336375,0
20,36952.515918615,0.6859637307968253,0
54,31623.474391102463,0.7808239610168322,1
18,34330.67472882942,0.137744452625282,0
57,71885.35226512914,0.8212829462213816,0
20,75572.97610340724,0.870235539502611,0
44,33957.59758350721,0.6049704141835524,0
56,16034.840311851018,0.47780476599391597,0
69,43373.05858754063,0.54318651720519,1
26,75692.49572101669,0.5806837573285168,0
65,68523.64466882651,0.3404827261498723,0
60,20006.46042750391,0.13527313770477067,0
