age,income,utilization,default_flag
37,25775.791809649934,0.774883302049697,0
23,13409.013278301454,0.2077389530337408,0
55,69806.64728732685,0.6645561872988256,0
20,45839.19278783932,0.14079989048153052,0
75,32872.71131467556,0.06412663092832416,0
24,33619.34247239739,0.34701808352581687,0
38,33704.948358688765,0.07650477471539174,0
67,5839.643686670685,0.24475916647859886,0
23,34726.245325195145,0.027067622749154863,1
77,25655.66234898068,0.02554013720052506,0
63,52466.52278285992,0.09374574197144159,0
72,69347.29588081551,0.36984060911534733,0
74,39375.67272729546,0.36922839195943,1
61,22553.825139890247,0.22305167690381922,0
42,31624.520766815956,0.7579184942455894,1
54,61518.63903660423,0.6393497033751485,0
71,94192.24979179833,0.21640491654417038,0
49,40532.05834449049,0.6255497528040302,0
70,93113.54283916186,0.5505195877743934,0
21,84142.70934332999,0.9800788982769352,0
25,52976.5371579388,0.5811466519658121,0
59,79895.49765143685,0.06449628786029304,0
24,9074.35158487672,0.38357061642904755,0
77,34611.38777617692,0.47698087558821756,0
56,74705.69635493522,0.41110078145365525,0
71,73365.30927815122,0.7883878886370158,0
64,97396.75537372509,0.8242572734434931,0
53,21964.89420841468,0.2734900313890931,0
64,91944.65009010726,0.589588333915693,0
58,26128.217911561318,0.2319484731879432,0
35,88988.64057874179,0.8831840251248407,0
20,5176.779922142076,0.6594931337541179,0
51,5451.64850883957,0.2148067384140031,0
28,72268.25851605184,0.7817484651400766,1
31,87169.20491003516,0.2831216417162403,0
42,89014.9512273788,0.8428816665573604,0
23,84890.37924004569,0.6107355387797441,0
21,33195.74823316603,0.7009667631788847,0
33,27979.66812207994,0.7184948631362356,1
25,42888.092337254944,0.6127141222848623,0
50,72158.94883069996,0.998183404535603,0
77,72752.42339888481,0.09830034596688997,1
67,6433.1715545334355,0.15696159261802134,0
18,87181.34202526943,0.7881524249164716,0
35,76785.80923254525,0.15091789092262553,0
65,15045.902061656287,0.7526261900490814,0
27,70706.4490712321,0.06190966226019479,1
43,18736.878153925998,0.08200774926635723,0
66,81252.53165049518,0.9502125826681274,0
56,48614.437002045954,0.5899998165470195,0
57,10500.089307117425,0.34183375635277014,1
53,26704.122617958965,0.29626624563651893,0
68,20456.921086085153,0.046886695036278625,0
46,19602.560075169375,0.21621698192285643,1
68,42995.49612331408,0.31115048780796384,0
23,26435.753677004763,0.22112702506328374,0
70,86221.07553247346,0.2701987993561793,0
66,45236.75237535927,0.8428999923753167,0
69,12671.566224917025,0.620971579991486,0
79,74694.09196767054,0.6109240930527737,0
37,6837.647255225863,0.9041736311643626,0
35,65355.761679579744,0.004001411201307481,1
78,42003.63955705662,0.7962218204435009,0
80,55192.31903789179,0.2775351444890186,0
71,45633.84132146119,0.4886256768175653,0
38,60314.77011496507,0.14799909620584273,0
47,21344.989127748177,0.6949300427346963,0
73,24501.529234421923,0.010356666220576072,1
77,50748.918391194,0.3021683209437782,0
40,96856.89965420739,0.8470120586938887,1
68,35212.05717189199,0.714472871471142,0
43,41135.72686756708,0.45158263122866804,0
67,57888.70118111753,0.1298176451682298,0
68,7371.012541382559,0.0005183131649240114,0
30,92945.28693063621,0.6437185565886409,1
53,35004.63118698116,0.44371885161447666,0
49,2275.6708266649543,0.3617390696286975,0
24,28011.836895062628,0.49362408581098727,1
65,65131.16596381482,0.5752194714782357,0
29,83011.80865056148,0.5462679388888452,0
25,93472.69095291194,0.7338895888980101,0
63,45808.23358640112,0.04166935062316146,1
71,61973.64742604722,0.40325903671087593,0
62,36496.542497899114,0.3783622123601148,0
27,12688.713752409338,0.24964100733794148,0
61,4119.178236493824,0.6275654729413903,0
18,53689.819019971415,0.14597065636397444,1
55,76616.41751578801,0.6551293678518436,1
29,22350.335245102935,0.9660599398948297,0
41,79623.01106512237,0.7330605434049552,1
71,12306.376701856641,0.9099812840074416,1
24,37087.580919558684,0.4502221622522786,0
79,33316.247865479585,0.3223966794892925,0
27,88451.76476661973,0.06224871329125614,1
80,38868.872452876116,0.49991042169969413,0
